,cleansed_text,created_at,class,is_unuseful,pred
332,You're so welcome. Have you already been charged?,2022-01-18 09:48:49.476000 UTC,ticket,False,False
400,Hi there! Just following up with you as I'd love to find your account. Any information about the order would be wonderful so I can find your account.  I look forward to hearing from you!  ~Kyrsten #ChatbooksLovesYou,2021-12-15 21:04:28.275000 UTC,ticket,True,True
557,"Hi



Our import is working again.  I believe we can close the case.



Thanks

Christine",2021-04-08 17:44:03.000000 UTC,chat,False,False
845,"Recording URL: Call Disposition: GeneralATOL1 | TTA: 1.24 | Talk Time: 411 | Agent: Senia Villegas | Notes: Company: David Libby // Assembly Builders I - admin Problem: unable to log in / use card 3281 Solution: informed him that the account has been locked for security purposes and informed him that we need confirmation that his email has not been compromised. Admin requested to escalate the issue because he does not have IT and does not know who to reach to confirm nothing has been compromised Follow up: 

Thank you
Talkdesk

© 2022 Talkdesk, Inc, All Rights Reserved",2022-08-19 14:25:30.000000 UTC,chat,False,False
463,I have gotten a Father's Day book from Chatbooks every year you would think I would remember the details.,2022-05-21 19:57:26.490000 UTC,ticket,False,False
901,"Hi Nicole!


Thank you for contacting Pura Customer Care! My name is Jada and I will be taking over for Cache regarding your subscription and order. 


I read over the conversation and looked into your account. It looks like when you placed that order on Feb 12th containing the device, you only had two Volcano refills in the subscription. It looks like today you pushed that next subscription charge date to Feb 23rd.


You also created a second subscription today for 4 Volcano refills and the next ship date for that is March 29nd


I apologize for the confusion, are you wanting to receive 6 volcano refills a month?


Jada
Pura Customer Care",2022-02-22 18:49:26.045000 UTC,chat,False,False
153,"Hi Wes,



Your case request has been completed. The link to the account is below:

https://sapconcur.my.salesforce.com/0010e00001JeUsu


Please let us know if you need further assistance.



Have a great day!



Thanks,



Karen Ventura

Data Integrity Specialist



Details of your case is in",2018-01-09 13:20:47.000000 UTC,chat,True,False
979,Hi I notice that you had a question about my issued ID on my passport with my name “Alan Raul Ramirez” Im aware that it’s missing “Gomez” In my last name but I also do have a Washington State ID with my last name Ramirez-Gomez on it but it’s expired unfortunately. If I’m able to upload it still even though It’s expired Im happy to do so or I can send another picture of my passport if you would like ?,2020-04-26 02:25:04.000000 UTC,chat,False,False
597,Funds will be available after payback though and you can access more funds again :),2018-10-13 23:33:30.000000 UTC,chat,False,False
780,I will go ahead and send that replacement to you! Would you mind just confirming your shipping address for me?,2021-09-17 17:46:42.279000 UTC,chat,False,False
433,"Hi Rebecca, I need to keep this ticket open - I have resubmitted the report 4 or 5 times now with a receipt attached each time. I have updated the itemized report with check in/check out dates each time and the correct receipt attached. Each time I save the report with the check in dates listed as 2/24 check in, 2/25 check out, the report then updates the transaction date to 2/24/20 which is not accurate. The transaction dates was 2/12/20 and the check in dates is 2/24 with check out happening 2/25/20. This appears to be a bug in your software and it's kicking back the report every time I submit. Its now been 2 weeks that this has been happening with no clear resolution.

Can this please be escalated so this report can be submitted and reimbursed? It's really imperative that this processes in time.

Thank you,

Leslie Cole",2020-02-22 17:38:42.000000 UTC,chat,False,False
146,"ID Expires June 24th - Email sent to upload new ID on June 24, 2020.",2020-06-09 21:42:16.000000 UTC,chat,False,False
560,ZayZoon will be back later today.,2018-06-23 04:13:27.000000 UTC,chat,True,False
834,"Case #: 04285433



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Please reply to this email, or reference your Case # 04285433 if you have any questions about the status of your request. (Please do not send a new email)



We are committed to your success.

Thank you,



The Field Services Team

FieldServices@concur.com",2013-09-16 17:45:56.000000 UTC,chat,True,True
970,"Yes, happy to help! Can I do anything else for you today? :)",2022-08-03 13:44:11.000000 UTC,chat,False,False
802,I got this yesterday.  Why was it even removed to an addendum in the first place?,2014-07-02 22:32:00.000000 UTC,chat,False,False
215,"I'm sorry to hear that your card has declined.

Do you know the reason your card has declined?",2022-02-08 23:02:08.000000 UTC,chat,False,False
465,Oh:( I guess I thought it was something that was going to be fitted on there somehow since I selected it.  Lol,2022-05-21 19:55:00.561000 UTC,ticket,False,False
134,"Delivery has failed to these recipients or groups:

The e-mail address you entered couldn't be found. Please check the recipient's e-mail address and try to resend the message. If the problem continues, please contact your helpdesk.


Diagnostic information for administrators:

Generating server: primowater.com

postmaster@primowater.com
550 5.1.1 RESOLVER.ADR.RecipNotFound; not found ##

Original message headers:

Received: from service69-us.mimecast.com (207.211.31.62) by
 ITASCA.primowater.local (192.168.66.28) with Microsoft SMTP Server id
 14.1.218.12; Fri, 12 Jul 2013 15:41:11 -0400
Received: from smtp06-asg.mta.salesforce.com (smtp06-asg.mta.salesforce.com
 [204.14.232.69]) (Using TLS) by service69-us.mimecast.com; Fri, 12 Jul 2013
 15:41:10 -0400
Return-Path: <support-updates@concur.com>
X-SFDC-Interface: internal
Received: from [10.237.9.130] ([10.237.9.130:51489]
 helo=ops-mta2-1-was.ops.sfdc.net)	by mx3-asg.mta.salesforce.com
 (envelope-from <support-updates@concur.com>)	(ecelerity 2.2.2.45 r()) with
 ESMTP	id 45/DA-28669-5DB50E15; Fri, 12 Jul 2013 19:41:09 +0000
Received: from [10.237.66.67] ([10.237.66.67:35693]
 helo=na4-app1-10-was.ops.sfdc.net)	by mx2-was.mta.salesforce.com
 (envelope-from <support-updates@concur.com>)	(ecelerity 2.2.2.45 r()) with
 ESMTP	id 4E/E6-26196-5DB50E15; Fri, 12 Jul 2013 19:41:09 +0000
Date: Fri, 12 Jul 2013 19:41:09 +0000",2013-07-12 19:41:58.000000 UTC,chat,True,True
404,Waiting until the end of the month to reconcile expenses puts you in a tough spot if someone goes over budget. Divvy allows you to see every transaction in real time as your team spends. Learn more about reconciling spend .,2022-02-05 20:59:26.000000 UTC,chat,False,False
177,Hello!  Is there a way to see the total donations paid that people added to their food orders without going through each order individually and adding it up?,2021-05-10 20:40:33.000000 UTC,chat,False,False
567,"<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd"">





.style3 {
	background-color: #FFFFFF;
}
.style5 {
	text-align: center;
	color: #FFFFFF;
	background-color: #FFFFFF;
}
.style6 {
	font-family: 'Lucida Grande',Verdana,Arial,sans-serif;
	font-size: small;
	text-align: right;
	color: #FFFFFF;
}
.style11 {
	border-color: #FFFFFF;
	background-color: #5C8727;
}
.style12 {
	text-align: left;
	color: #5C8727;
}
.style13 {
	font-family: 'Lucida Grande',Verdana,Arial,sans-serif;
	font-size: small;
	text-align: left;
	color: #FFFFFF;
}
.style14 {
	text-align: left;
	color: #00334D;
	font-family: 'Lucida Grande',Verdana,Arial,sans-serif;
	font-size: x-small;
}
.style15 {
	font-family: 'Lucida Grande',Verdana,Arial,sans-serif;
	font-size: small;
	color: #00334D;
}
.style17 {
	text-align: left;
	color: #00334D;
	font-family: ""Times New Roman"", Times, serif;
	font-size: small;
}
.style19 {
	background-color: #5C8727;
}
.style20 {
	font-family: 'Lucida Grande',Verdana,Arial,sans-serif;
	font-size: small;
	text-align: center;
	color: #FFFFFF;
}
</style>
</head>









Help Desk Ticket
			</tr>
		</table>
		</td>
	</tr>
- Please type your reply above this line -##
			</tr>
		</table>
		</td>
	</tr>




		</td>
	</tr>






You are registered as a CC on this support request (3419). Reply to this email to add a comment to the request.



Michael Carrabine (International Raw Materials LTD) 

May 23, 13:12

Request ""Your Case 07953165 Has Been Upda..."" was closed and merged into this request. Last comment in request :

Hello Michael,

Recently you sent us a question regarding 07953165. Please see our response below.

Case Comment: Hi,

Thank you for logging a case with our Client Support Team.






Actually, your company set it up as such that Canada employees won't be able to modify tax and the other way round for Australia and Singapore. It took place during Implementation stage. As answers to your quesries, please see below:

Is it possible to either prevent users from editing the tax amount in Australia and Singapore or to allow users to edit the tax amount in Canada?

- Yes, it is possible to modify those request on our back end. Just let me know should you want employees to modify tax or not. And please note that changes will always apply moving forward also, make sure that there's no on-going reports because it will be affected by the system change.



Separately, are there any best practices on handling expenses that are partially tax applicable",2016-05-23 17:12:59.000000 UTC,chat,False,False
286,Would you like to us to provide more options to help you find an answer yourself or connect to a product specialist?,2022-06-22 20:47:05.000000 UTC,chat,False,False
431,"Case #: 15332930



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Use the link below to update your case. (Please do not send a new email).

Case Link:

https://sapconcur.my.salesforce.com/5000e00001hiCH7



Thank you,

The Field Services Team



Did you know?...

You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages.",2020-02-22 07:29:19.000000 UTC,chat,True,True
974,Several fake transactions on my card. What do I do? I'm just now realizing and froze by cards. Please help,2022-08-03 13:19:15.000000 UTC,chat,False,False
126,You are so welcome. Thanks for texting us here at Chatbooks! It was a pleasure to help you. Please message us again if there is anything we can do for you. We want to make your experience with Chatbooks the best! :),2022-08-22 09:49:11.851000 UTC,ticket,True,False
141,"Matt,

...at least get your $100 for completing a demo of .

I’ve tried to reach you a few times to schedule a time for the Divvy demo you requested. We really want to help your company eliminate expense reports but haven’t heard back, which tells me one of three things:

You’re all set, enjoy doing expense reports and I should stop bothering you. (If so, let me know)

You’re still interested but haven’t had the time to get back to me yet. In that case,

You’ve fallen and can’t get up. In that case, please let me know and I’ll call someone to help. :)



I look forward to saving your organization money, saving you time, and making you look great!

In the meantime, here are two short videos you can review to prepare for our call:
Video 1: (3:00)
Video 2: (1:20)

Again, so we can schedule a time to talk.

Cheers,

Dan Beesley
Senior Account Executive
385.336.7423",2018-08-08 15:46:28.000000 UTC,chat,False,False
54,"Thanks for raising this case.

Will discuss with Support Analyst and share my views.



Regards,",2018-05-14 08:29:13.000000 UTC,chat,False,False
670,"Delivery has failed to these recipients or groups:

susanhamilton366@gmail.com
The recipient's mailbox is full and can't accept messages now. Please try resending your message later, or contact the recipient directly.








Diagnostic information for administrators:

Generating server: CH2PR02MB6553.namprd02.prod.outlook.com

susanhamilton366@gmail.com
Remote Server returned '552-5.2.2 The email account that you tried to reach is over quota and inactive. 552-5.2.2 Please direct the recipient to 552 5.2.2 https://support.google.com/mail/?p=OverQuotaPerm a9-20020a509e89000000b0041d81347011si12529988edf.382 - gsmtp'

Original message headers:

Received: from SJ0PR02MB7183.namprd02.prod.outlook.com (2603:10b6:a03:292::13)
 by CH2PR02MB6553.namprd02.prod.outlook.com (2603:10b6:610:34::23) with
 Microsoft SMTP Server (version=TLS1_2,
 cipher=TLSECDHERSAWITHAES256GCM_SHA384) id 15.20.5186.14; Mon, 25 Apr
 2022 17:31:26 +0000
Resent-From:
Received: from SJ0PR02MB7183.namprd02.prod.outlook.com ([::1]) by
 SJ0PR02MB7183.namprd02.prod.outlook.com ([fe80::e467:d1b4:3074:4a5%8]) with
 Microsoft SMTP Server id 15.20.5186.021; Mon, 25 Apr 2022 17:31:26 +0000
Authentication-Results: spf=pass (sender IP is 149.72.90.155)
 smtp.mailfrom=mailer.shopifyemail.com; dkim=pass (signature was verified)
 header.d=shopifyemail.com;dmarc=none action=none header.from=trypura.com;
Received-SPF: Pass (protection.outlook.com: domain of mailer.shopifyemail.com
 designates 149.72.90.155 as permitted sender)
 receiver=protection.outlook.com; client-ip=149.72.90.155;
 helo=o12.mailer.shopify.com;
X-IncomingTopHeaderMarker: OriginalChecksum:BCE490540D2FB2DFA30B975F708B50FE3129B3D2253A2B3FF2771011107D8521;UpperCasedChecksum:338E1F6A3685FCC18421239D44420D503ECBD6010E47EB3489CA295F60EDEDD5;SizeAsReceived:3818;Count:14
DKIM-Signature: v=1; a=rsa-sha256; c=relaxed/relaxed; d=shopifyemail.com;
        h=content-type:from:mime-version:subject:to;
        s=s1; bh=rgACHiCYvSpGkYrk5ZhgkVTmGsJ+6QNKklcaGtf6xeM=;
        b=Tm0VYhTfoY2zSjStV19yNZz3+hclt0wQo0+aW1t+0RA3/Bddj8EwNTi6AZJa5U/5PH3B
        8kHxuVCKpIX96T2bvTTpaiJO/BDgQQRazNRPsYxrNUINr+1NOpk4vwUDfUmqxZjFLc7y8O
        SmMOBUKlC9MhlCPcV52TT2qNlkYkfWYyrK48iMNNUkYhJnqdlZMuYpkro6KcYvdlBjTLUN
        g989APtz86TXEi361fQSFCvo03Wy6/ziQRkz5IjH5tZZ2wvd1c/3hGOVuNnvxha6MJd+ux
        6kVr8/ek5iT5emcqtz54pwirVmyOPnoL71nmIGAP14AaizobEW9f4A6c0/qs7R3g==
Content-Type: multipart/alternative; boundary=68058ff1a2d279f623ad7369e49d76a8bc983d0472705ca622b18b2a0466
Date: Mon, 25 Apr 2022 17:31:22 +0000 (UTC)",2022-04-25 17:31:34.126000 UTC,chat,True,True
292,"Hey, I haven't heard back from you for a while so I'm going to close this interaction for now. If you respond to this message the chat will re-open and I would be happy to help. Let us know if you have any other questions and ﻿I hope you have a wonderful day!



Thank you for contacting Divvy!!",2022-06-23 14:30:20.000000 UTC,chat,True,True
951,"Hi,



My Xactly is rolling up under Frank Roeder and I now work up under Sara Loeffler.  Can you switch this to Sara Loeffler so she can approve my commission moving forward.



Thank you in advance!



Kind regards,



Greg



Gregory Hayes

Regional Sales Executive

Concur

Toll Free: 800-401-9214 ext: 4326

Direct: 952-947-4326

Mobile: 952-239-7008





Learn More About Concur: • • • • •

to view a demonstration of Concur Travel & Expense





This e-mail message is authorized for use by the intended recipient only and may contain information that is privileged and confidential. If you received this message in error, please call us immediately at (425) 702-8808 and ask to speak to the message sender. Please do not copy, disseminate, or retain this message unless you are the intended recipient. In addition, to ensure the security of your data, please do not send any unencrypted credit card or personally identifiable information to this email address. Thank you.",2013-05-28 20:35:20.000000 UTC,chat,False,False
359,"Hi Brittany!  Thank you so much for reaching out to us today. It&rsquo;s never acceptable that a Chatbook arrives in anything but perfect condition. My name is Christina and I promise to make this right for you! &nbsp;  It&rsquo;s important to us that you know the issues with your Chatbook are certainly not indicative of our quality nor will we leave you hanging with a non-perfect product! &nbsp;Your happiness is our #1 priority here at Chatbooks. We've been working hard with our printing department to ensure better quality control.  Can you please reply back with a photo of the error? &nbsp;We want to make sure we alert the print shop about this. &nbsp;These measures will prevent this problem from happening again and ensure your reprinted Chatbook is perfect! &nbsp;  I look forward to hearing from you, Brittany! -Christina",2022-01-11 20:10:59.220000 UTC,ticket,False,False
272,"Hi there! We haven't heard from you in over a week...does that mean all is well?   If your issue has been resolved, great! There's nothing left to do. Our support system will automatically resolve and close your support ticket. Phew!  But if your issue hasn't been resolved, please hit reply and let us know. We'll dig in with you again and make sure we get everything sorted out.  Thanks for using Chatbooks and please don't hesitate to let us know if there is anything else we can do for you!  #loveChatbooks, :)",2022-07-19 16:31:03.096000 UTC,ticket,True,True
185,"Hello Caralee!  My name is Alexis&nbsp;and I am happy to tell you that there is a simple fix to get you back up and running!  First, you'll want to install the most up-to-date version of the Chatbooks app from the App Store or Play Store.  Second, simply click on this link and follow the prompts to reauthorize your Instagram connection to your Chatbooks: http://app.chatbooks.com/reconnect/283145/dJYWGKotRRsj2DyqI5eZ8gbHsGHHe9ELKNq5zvLQ  Once you have followed these steps, your pictures should begin to sync successfully into your Chatbooks. Please let me know once you have finished and I will be sure to make extra sure that your Chatbooks are just right.   I'm so glad you love your Chatbooks along with your grandkids! We&rsquo;re confident that you&rsquo;ll love the new white covers. Thank you for being so kind as we navigate through these changes.  Warmly, Alexis #holdwhatmatters",2022-02-18 13:34:50.791000 UTC,ticket,False,False
663,"Thank you, Mhai. I will reach out to the group requesting this report to see whether they are okay with cross-referencing the roles to the User Administration User Guide or whether they would like the report hard-coded to show the services.",2021-09-23 23:56:52.000000 UTC,chat,False,True
317,"Not to worry though, I've gone ahead and unlocked Volume 17 of your Series so that you can make your edits. Once you've completed your edits, simply respond to this message &amp; let me know. From there, I'll get your book sent back to print completely free of charge as a courtesy for the inconvenience. If you have any other questions let me know!",2022-06-25 14:26:11.861000 UTC,ticket,False,False
758,chatbooks is still listed as &quot;on&quot;,2022-03-18 08:39:40.912000 UTC,ticket,False,False
249,"Hi Mohan,

We are awaiting for concur audit review. Still few claims are pending at concur audit review.

In Live system also this will take long time for concur team to approve? It has been more than 10 days for few reports still under concur queue.

Pls confirm what will be maximum time for audit team to approve in live system?



Warm Regards,

Ramsankar M",2020-04-28 07:57:34.000000 UTC,chat,False,False
239,"Hi there,

Thanks for reaching out! I would be happy to help.

I checked your order and it looks like it has already shipped out. I am so sorry about that! If you would like, you are more than welcome to exchange it once you receive it!

Let me know if you have any further questions!",2021-12-03 20:32:34.204000 UTC,chat,False,False
343,"Hi Kerry ,




Thanks for contacting Pura Customer Care! My name is Remington and I will be helping you out today!




I read over the email you sent in, I am sorry that you were unaware of the backorder on your order. I would be happy to take a look at the order and see what I can do to help!




It looks like your order contained the fragrance Go Fig-ure, which is currently on back order. This fragrance is expected come back in stock in 1-2 weeks. Once it comes back in stock your order will ship out. You will receive an email with a tracking number.




If do not wish wait for this order I can cancel it for you and replace it with a new order containing an in stock fragrance of your choice in place of Go Fig-ure.




Please let me know how you would like to proceed.




Thank you!




Remington 

Pura Customer Care",2022-06-29 16:36:21.664000 UTC,chat,False,False
484,"Case #: 13728533



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Use the link below to update your case. (Please do not send a new email).

Case Link:

https://sapconcur.my.salesforce.com/5000e00001XwNQs



Thank you,

The Field Services Team



Did you know?...

You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages.",2019-05-02 19:11:47.000000 UTC,chat,True,True
491,"Thank you for your email. I will be out of the office today, December 18th. If urgent please email Procurement. I will respond to your email as soon as possible.



Regards,

Shannon Carpenter



If you wish to stop receiving marketing related materials, including newsletters, event invites, information regarding products and service offerings, promotional campaigns (“Electronic Communications”) please unsubscribe by sending an email to unsubscribe@willscot.com. Please note that communications regarding your account or current business transactions, including but not limited to invoices, payment requests, collection notices, and/or courtesy reminders may still be sent electronically.",2020-12-19 18:48:41.000000 UTC,chat,True,True
166,"Hi,



I have attached the itemized bill in Concur and sharing the same over email as well.



All the hotel bills were bill to company and the hotel stays included ‘free Breakfast’ . No additional meal charges were claimed separately by me.



Kindly advise.



Thanks,



Mahesh Kumar | Senior Manager, Transitions

Salarpuria Softzone | Bangalore | India

Mobile: +91-988 62 66382

Email:",2019-09-26 07:42:56.000000 UTC,chat,False,False
170,"@media only screen and (max-device-width: 480px) { html { -webkit-text-size-adjust: 100%; / Prevent font scaling on mobile in landscape / } table.container { width: 100% !important; } .hidden-for-mobile { display: none !important; } .callToAction, .callToAction td, .footer { font-size: 11px !important; } .button .text { font-size: 11px !important; } .defaultIndentation { width: 10 !important; } .text { font-size: 11px !important; } a.button { width: 88 !important; height: 23 !important; line-height: 23px !important; border-radius: 3px !important; -webkit-border-radius: 3px !important; -moz-border-radius: 3px !important; } td.buttonWrapper { width: 90 !important; height: 23 !important; } img { display: inline !important; } } @media only screen and (min-device-width: 600px) { table.container { width: 600px !important; } } a, a:visited { color: #015BA7; } img { display: block; } .preheader { display: none !important; } @Field Services @Debbie Christianson please can you approve the quote on behalf of Ian Anstey as he is having login issues. Thanks, Chris. 

[if (gte mso 9)|(IE)]> <table style=""border-collapse: collapse; mso-table-lspace: 0px; mso-table-rspace: 0px; padding-left: 0; padding-right: 0; padding-top: 0; padding-bottom: 0; margin-left: 0; margin-right: 0; margin-top: 0; margin-bottom: 0; background-color: #F5F5F5;"" width=""600px"" cellpadding=""0"" cellspacing=""0"" border=""0"" align=""center"" bgcolor=""#F5F5F5""> <tbody> <tr> <td> <![endif] 

Start Body 



— 



please can you approve the quote on behalf of Ian Anstey as he is having login issues. Thanks, Chris.





[if mso]> <v:roundrect xmlns:v=""urn:schemas-microsoft-com:vml"" xmlns:w=""urn:schemas-microsoft-com:office:word"" style=""height:28px v-text-anchor: middle; width:114px;"" strokecolor=""#6C8049"" arcsize=""7%"" fill=""t""> <v:fill angle=""180"" type=""gradient"" color=""#9DCC3D"" color2=""#8DB728""/> <w:anchorlock/> <center style=""color: #FFFFFF; font-family: Arial, 'Helvetica Neue', Helvetica, sans-serif;; font-size:13px;font-weight:normal;""><a href=""https://na4.salesforce.com/0D56000002XFoxJ?fromEmail=1&s1oid=00D600000007Dq3&s1nid=000000000000000&s1uid=005600000011LqS&s1ext=0&emkind=chatterPostNotification&emtm=1425647962290&OpenCommentForEdit=1"" style=""text-decoration: none; color: #FFFFFF;"" target=""_blank""><span style=""white-space: nowrap;"">View/Comment</span></a></center> </v:roundrect> <![endif] 
or reply to this email













End Body Start Footer 



You're receiving emails when someone ""Mentions me in a post.""



To change or turn off Chatter email, as content.revenueoperations@concur.com.



salesforce.com, inc. The Landmark @ One Market, Suite 300 San Francisco, CA 94105













End Footer 


[if (gte mso 9)|(IE)]> </td> </tr> </tbody> </table> <![endif]",2015-03-06 13:19:29.000000 UTC,chat,False,False
148,"Hi , please can someone help with the below query?

Sam 



Sam Majad

Landline: +44 1628 645 240

Mobile: +44 7772 574 617",2017-03-21 12:42:59.000000 UTC,chat,False,False
210,"To find your decline reason, check out the help article below.

[App: Article Inserter]",2022-02-08 23:02:48.000000 UTC,chat,False,False
529,"Hi Support,



Can we do it today, as tomorrow I am packed?



Thank you.



Kind regards,



Peggy",2021-12-07 07:02:03.000000 UTC,chat,False,False
191,Help Rory understand how they’re doing:,2019-08-14 00:22:31.000000 UTC,chat,True,True
341,"What is happening on these claims please







Neil Smith 
Finance Manager
for Mills & Reeve LLP

For our latest legal insights on Brexit, visit www.mills-reeve.com/brexit 

Tel: +(44)(0)121 456 8218
Twitter: @MillsandReeve

78-84 Colmore Row
Birmingham B3 2AB
DX 707290 BIRMINGHAM 65

P Please consider the environment - do you really need to print this email? 

Mills & Reeve LLP

Thirteen years running as one of The Sunday Times 100 Best Companies To Work For: 2004 - 2016 

This email is confidential and may be privileged. If you are not the intended recipient please accept our apologies. Please do not disclose, copy, or distribute information in this email nor take any action in reliance on its contents: to do so is strictly prohibited and may be unlawful. Please inform us that this message has gone astray before deleting it. Thank you for your co-operation.

Mills & Reeve LLP is a limited liability partnership registered in England and Wales with registered number OC326165 and VAT number GB 104 8345 88. Its registered office is at Monument Place, 24 Monument Street, London, EC3M 8AJ, which is the London office of Mills & Reeve LLP. A list of members (with details of each member's professional qualification) may be inspected at any of the LLP's offices or on . The term 'partner' is used to refer to a member of Mills & Reeve LLP. Mills & Reeve LLP is authorised and regulated by the Solicitors Regulation Authority and is subject to the SRA Code of Conduct 2011, which can be viewed at: .

Further information about Mills & Reeve LLP including the location of its offices can be found on our website at: .

This email has been checked for viruses by the screening system used by Mills & Reeve LLP. However, Mills & Reeve LLP cannot guarantee that this email and any attachments are virus free. To maintain service standards, emails sent to or by individuals at Mills & Reeve LLP may be read by others at the firm. Service cannot be effected on Mills & Reeve LLP by email.",2016-08-10 09:31:09.000000 UTC,chat,False,False
824,Please rate your experience with the Pura brand fragrance you purchased,2021-06-11 14:57:06.000000 UTC,chat,False,False
881,"I am out-of-the office until Monday, April 4th. Please leave me a message and I will respond as quickly as possible. Thank you!

Judy",2022-04-02 00:00:46.000000 UTC,chat,True,True
618,i need to know my check will regular check next week and i meed to know what yall are thinkin bout doin as far as my check i do have other bills besides the one from yall,2018-10-17 15:51:53.000000 UTC,chat,False,False
82,Feel free to contact us tomorrow if you would like to continue working with Divvy on this!,2021-08-26 00:34:49.000000 UTC,chat,True,False
814,"If you didn’t get what you needed, reply here to continue the conversation.",2022-02-16 02:24:22.000000 UTC,chat,True,False
889,Oh good! I am so glad it was delivered. Thanks for chatting into Divvy! Please let me know if I can help with anything else. I hope you have a great day Tiffany!,2022-01-26 14:06:19.000000 UTC,chat,False,False
976,"Hi Alan,

Thank you for clarifying.  Are you able to send in your exp. ID, and a utility bill or a second document that would have your full last name on it?",2020-04-26 13:55:47.000000 UTC,chat,False,False
238,"Hey Rebecca,


Thanks for reaching out! I see that you're having issues setting up your device with your new Wifi. When you go through the set-up process, Are you getting any specific error messages? 


Any additional information would be great so we can get your device up and running.


Thank you,
Makana",2021-12-06 23:54:42.436000 UTC,chat,False,False
748,"You're welcome, Lynette!  Happy I could help you today!  I hope that you have a wonderful weekend!  Thank you for choosing Chatbooks to create your precious memories with.",2022-03-18 08:55:00.736000 UTC,ticket,True,False
103,"Excellent, I'm going to close out our conversation. If you want to contact us again or view this past conversation, just pop open the chat bubble in the lower right-hand corner of any page. ��",2021-10-15 13:30:15.000000 UTC,chat,True,True
307,Help Meghan understand how they’re doing:,2021-12-14 19:10:37.000000 UTC,chat,True,True
469,"Hi IRA,



We are having another Support Rep run the files right now.  Thank you.



Afzaal",2020-02-21 17:37:48.000000 UTC,chat,False,False
933,I'm unable to change the room name on one of my devices. I tap Save but no save.,2021-11-03 22:15:33.207000 UTC,chat,False,False
56,"In the meantime, these articles might help:",2022-06-07 00:37:39.000000 UTC,chat,False,False
415,"Case #: 05899503



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Please reply to this email, or reference your Case # 05899503 if you have any questions about the status of your request. (Please do not send a new email)



We are committed to your success.

Thank you,



The Field Services Team

FieldServices@concur.com",2015-01-27 18:48:58.000000 UTC,chat,True,True
948,"Colleen



Can you provide a direct number to discuss rather than going in circles again with the Service Support?  We have real issues as new employees are not loading and updates such as supervisor changes on the 305/370 files are not loading the updates.  Can we please discuss ASAP?  Thisis causing a lot of work on me as the administrator.



I can be reached at 216-383-3696





Thank you,



Tina Neuenschwander
Manager, Cash Management & Credit
Tina.Neuenschwander@materion.com
P: 216.383.3696

C:  216-834-9801

Materion Corporation
6070 Parkland Boulevard
Mayfield Heights, OH 44124
www.materion.com",2020-07-15 17:58:47.000000 UTC,chat,False,False
978,"Hi Alan



Thank you for your interest in ZayZoon!



When reviewing your ID, we noticed a slight discrepancy in your last name(s).

Can you please provide an explanation for the discrepancy?



Please note: We may also require government ID that shows your full name.



Thank you very much!




Team ZayZoon",2020-04-26 02:09:06.000000 UTC,chat,False,False
267,"Thanks for texting us here at Chatbooks. We are currently outside of normal operating hours and are unavailable to assist you right now, but your request has been queued.   We appreciate your patience, we'll respond as soon as possible during business hours (Monday through Friday, from 5 am - 9 pm PT). Msg&amp;Data rates may apply.  #everydaymagic",2022-07-23 12:16:13.076000 UTC,ticket,True,True
528,"Hi Marc,




I've updated the pricing for PSE to $1,800.00. In terms of the base fee, this is a system limitation despite PSE not having a per transaction fee.

Thanks,
Liz




Elizabeth Adamson

Global Revenue Operations",2021-11-30 21:20:13.000000 UTC,chat,False,False
501,"Dear Anne ，



This is Xiangjun Ma from Chengdu site quality.



My line manager was changed from Mei Yang( Ying Liu ( ) from 2020.11.16, but the approver in SAP Concur is Mei Yang as before now.



Could you pls update the approver in SAP Concur for me ？



Many thanks in advance ！



Best Regards!



Xiangjun Ma

Senior QA officer

Elanco Animal Health
No.189 ChangCheng Road, Section One,

Southwest Airport Economic Development Zone,

Chengdu, Sichuan, 610225 P.R. China
Tel +86-028-6506 8497",2021-01-05 09:08:54.000000 UTC,chat,False,False
288,"You’ll get replies here and in your email:
✉️ stephaniehozey@hollywoodfeed.com

Our usual reply time
�� under 5 minutes",2022-06-22 20:47:35.000000 UTC,chat,True,True
44,What key improvement could we make to Canvas to earn a higher score next time?,2021-08-24 03:31:29.000000 UTC,chat,False,False
116,Givebutter typically replies in a few hours.,2020-04-30 18:04:56.000000 UTC,chat,True,False
24,"Case #: 13721494



Your request has been received by Field Services. You will be contacted soon by the assigned Case owner.



Use the link below to update your case. (Please do not send a new email).

Case Link:

https://sapconcur.my.salesforce.com/5000e00001YsPmv



Thank you,

The Field Services Team



Did you know?...

You can now create Cases for Field Services support directly from the Account and Opportunity pages, using the 'Create Case' button at the top of those pages.",2019-05-01 20:12:49.000000 UTC,chat,True,True
